id,car_model,fuel_type,transmission,price,odo,year,khv,vdk,blg
361,Toyota Land Cruiser,дизель,АКПП,3865000,252000.0,2012,1,0,0
362,Toyota C-HR,бензин,вариатор,1840000,50000.0,2017,1,0,0
363,Toyota RAV4,бензин,вариатор,1100000,123000.0,2007,1,0,0
364,Toyota RAV4,бензин,вариатор,3280000,76000.0,2021,1,0,0
365,Toyota Prius,гибрид,вариатор,585000,230000.0,2008,1,0,0
366,Toyota Vitz,бензин,АКПП,385000,267939.0,2001,1,0,0
367,Toyota Prius,гибрид,вариатор,700000,250000.0,2008,1,0,0
368,Toyota Prius,гибрид,вариатор,700000,260000.0,2008,1,0,0
369,Toyota Corolla Fielder,гибрид,вариатор,1200000,155000.0,2015,1,0,0
370,Toyota Vitz,бензин,вариатор,820000,117872.0,2015,1,0,0
371,Toyota Prius,гибрид,вариатор,858000,79000.0,2016,1,0,0
372,Toyota Corolla Levin,бензин,АКПП,340000,333333.0,1990,1,0,0
373,Toyota Corolla Axio,бензин,вариатор,735000,150000.0,2008,1,0,0
374,Toyota Hiace Regius,дизель,АКПП,850000,353000.0,1998,1,0,0
375,Toyota Corolla Fielder,бензин,вариатор,950000,353014.0,2007,1,0,0
376,Toyota Corolla Fielder,бензин,вариатор,950000,353014.0,2007,1,0,0
377,Toyota Land Cruiser,дизель,АКПП,4650000,200000.0,2012,1,0,0
378,Toyota Carina,бензин,АКПП,350000,400000.0,1999,1,0,0
379,Toyota Vitz,бензин,вариатор,840000,85000.0,2016,1,0,0
380,Toyota Corolla Fielder,бензин,вариатор,790000,145225.0,2007,1,0,0
381,Toyota Corolla,бензин,АКПП,430000,159000.0,2001,1,0,0
382,Toyota Corolla,бензин,АКПП,170000,320266.0,1995,1,0,0
383,Toyota Wish,бензин,вариатор,1450000,118000.0,2013,1,0,0
384,Toyota Harrier,бензин,вариатор,3245000,79000.0,2021,1,0,0
385,Toyota Probox,бензин,вариатор,1300000,62000.0,2017,1,0,0
386,Toyota Opa,бензин,АКПП,650000,,2000,1,0,0
387,Toyota Prius,гибрид,вариатор,530000,399900.0,2005,1,0,0
388,Toyota Platz,бензин,АКПП,459000,223500.0,2005,1,0,0
389,Toyota Hilux,дизель,механика,3749000,121000.0,2016,1,0,0
390,Toyota Wish,бензин,вариатор,1100000,235000.0,2010,1,0,0
391,Toyota RAV4,бензин,вариатор,3110000,87000.0,2019,1,0,0
392,Toyota Vitz,бензин,вариатор,450000,250000.0,2005,1,0,0
393,Toyota Hilux,дизель,механика,825000,140000.0,1989,1,0,0
394,Toyota Hilux Surf,дизель,АКПП,1180000,200000.0,1997,1,0,0
395,Toyota Estima,бензин,АКПП,740000,200000.0,2002,1,0,0
396,Toyota Vitz,бензин,вариатор,450000,250000.0,2005,1,0,0
397,Toyota Hilux,дизель,механика,825000,140000.0,1989,1,0,0
398,Toyota Hilux Surf,дизель,АКПП,1180000,200000.0,1997,1,0,0
399,Toyota Estima,бензин,АКПП,740000,200000.0,2002,1,0,0
400,Toyota Vitz,бензин,АКПП,365000,160558.0,2000,1,0,0
401,Toyota RAV4,бензин,вариатор,1440000,123429.0,2011,1,0,0
402,Toyota Vitz,бензин,вариатор,495000,327000.0,2008,1,0,0
403,Toyota Crown,бензин,АКПП,580000,250000.0,1999,1,0,0
404,Toyota Camry,бензин,АКПП,2800000,120000.0,2018,1,0,0
405,Toyota Harrier,бензин,вариатор,3630000,40000.0,2020,1,0,0
406,Toyota Probox,бензин,вариатор,990000,96000.0,2020,1,0,0
407,Toyota Wish,бензин,вариатор,1350000,78700.0,2011,1,0,0
408,Toyota Prius,гибрид,вариатор,950000,190000.0,2012,1,0,0
409,Toyota Land Cruiser Prado,гибрид,АКПП,10500000,,2024,1,0,0
410,Toyota Land Cruiser,дизель,АКПП,2485000,228000.0,2008,1,0,0
411,Toyota Land Cruiser,дизель,АКПП,2485000,195000.0,2008,1,0,0
412,Toyota RAV4,бензин,вариатор,1285000,175000.0,2010,1,0,0
413,Toyota Hiace,дизель,автомат,885000,256000.0,2001,1,0,0
414,Toyota Land Cruiser Prado,бензин,АКПП,1998000,223650.0,2007,1,0,0
415,Toyota Land Cruiser,бензин,автомат,2775000,220800.0,2008,1,0,0
416,Toyota Land Cruiser,бензин,автомат,2775000,220800.0,2008,1,0,0
417,Toyota Land Cruiser,бензин,АКПП,2585000,260000.0,2008,1,0,0
418,Toyota Probox,бензин,механика,565000,151000.0,2004,1,0,0
419,Toyota Town Ace,дизель,АКПП,350000,307438.0,1997,1,0,0
420,Toyota Harrier,бензин,АКПП,800000,355000.0,1998,1,0,0
421,Toyota Hiace,дизель,АКПП,1500000,101508.0,1992,1,0,0
422,Toyota Mark II,бензин,АКПП,900000,300000.0,1999,1,0,0
423,Toyota Prius,гибрид,вариатор,625000,286098.0,2005,1,0,0
424,Toyota Corolla Fielder,бензин,вариатор,1400000,81254.0,2019,1,0,0
425,Toyota Land Cruiser,бензин,АКПП,4500000,188000.0,2013,1,0,0
426,Toyota Wish,бензин,вариатор,1950000,77000.0,2016,1,0,0
427,Toyota Vitz,бензин,вариатор,650000,163883.0,2011,1,0,0
428,Toyota RAV4,бензин,АКПП,900000,121000.0,2000,1,0,0
429,Toyota Prius,гибрид,вариатор,1380000,223500.0,2012,1,0,0
430,Toyota Vista Ardeo,бензин,АКПП,400000,150000.0,1999,1,0,0
431,Toyota Prius,гибрид,вариатор,1150000,218158.0,2011,1,0,0
432,Toyota Prius,гибрид,вариатор,1270000,157267.0,2014,1,0,0
433,Toyota Passo,бензин,АКПП,380000,180000.0,2006,1,0,0
434,Toyota Premio,бензин,вариатор,780000,183000.0,2007,1,0,0
435,Toyota Cresta,бензин,автомат,335000,489534.0,1983,1,0,0
436,Toyota Chaser,бензин,АКПП,760000,287000.0,1999,1,0,0
437,Toyota Corolla Fielder,бензин,АКПП,650000,120000.0,2003,1,0,0
438,Toyota Corolla,бензин,АКПП,240000,275889.0,1998,1,0,0
439,Toyota Vitz,бензин,вариатор,720000,78500.0,2016,1,0,0
440,Toyota Prius Alpha,гибрид,вариатор,1240000,158500.0,2013,1,0,0
441,Toyota C-HR,гибрид,вариатор,2550000,31000.0,2020,1,0,0
442,Toyota Camry,автомат,передний,280000,480000.0,1991,1,0,0
443,Toyota Land Cruiser,дизель,АКПП,3600000,189817.0,2012,1,0,0
444,Toyota Spade,бензин,вариатор,899000,150000.0,2013,1,0,0
445,Toyota C-HR,бензин,вариатор,1750000,54400.0,2018,1,0,0
446,Toyota Porte,бензин,АКПП,560000,216000.0,2010,1,0,0
447,Toyota Premio,бензин,вариатор,1000000,190000.0,2009,1,0,0
448,Toyota FJ Cruiser,бензин,механика,2999999,145000.0,2008,1,0,0
449,Toyota Nadia,бензин,АКПП,330000,300000.0,1999,1,0,0
450,Toyota Vitz,гибрид,вариатор,1200000,50608.0,2017,1,0,0
451,Toyota Lite Ace,дизель,автомат,170000,356000.0,1988,1,0,0
452,Toyota Prius,гибрид,вариатор,850000,235000.0,2009,1,0,0
453,Toyota Prius,гибрид,вариатор,650000,400000.0,2009,1,0,0
454,Toyota Prius,гибрид,вариатор,750000,152664.0,2005,1,0,0
455,Toyota Camry,гибрид,вариатор,1600000,200000.0,2011,1,0,0
456,Toyota Progres,бензин,АКПП,800000,300000.0,2003,1,0,0
457,Toyota Passo,бензин,вариатор,750000,75000.0,2018,1,0,0
458,Toyota Vanguard,бензин,вариатор,1180000,280000.0,2009,1,0,0
459,Toyota ist,бензин,вариатор,850000,220000.0,2010,1,0,0
460,Toyota Vitz,бензин,вариатор,800000,210000.0,2011,1,0,0
461,Toyota Sai,гибрид,вариатор,1400000,200000.0,2010,1,0,0
462,Toyota Porte,бензин,вариатор,815000,93000.0,2015,1,0,0
463,Toyota Corolla Fielder,бензин,вариатор,1280000,94454.0,2022,1,0,0
464,Toyota Wish,бензин,вариатор,1600000,130000.0,2014,1,0,0
465,Toyota Aqua,гибрид,вариатор,1240000,139000.0,2018,1,0,0
466,Toyota Corolla Axio,бензин,вариатор,1080000,96426.0,2014,1,0,0
467,Toyota Ipsum,бензин,АКПП,500000,326200.0,1999,1,0,0
468,Toyota RAV4,бензин,АКПП,970000,170000.0,2003,1,0,0
469,Toyota Land Cruiser Prado,бензин,АКПП,2200000,275000.0,2005,1,0,0
470,Toyota Land Cruiser Prado,дизель,АКПП,3490000,129000.0,2015,1,0,0
471,Toyota Camry,бензин,АКПП,850000,350000.0,2006,1,0,0
472,Toyota Prius,гибрид,вариатор,1100000,222000.0,2012,1,0,0
473,Toyota Corolla,бензин,АКПП,300000,300000.0,2000,1,0,0
474,Toyota Corolla,бензин,АКПП,300000,300000.0,2000,1,0,0
475,Toyota Caldina,бензин,АКПП,750000,308000.0,2004,1,0,0
476,Toyota Caldina,бензин,АКПП,800000,250000.0,2003,1,0,0
477,Toyota WiLL VS,бензин,АКПП,620000,386000.0,2002,1,0,0
478,Toyota Aqua,гибрид,вариатор,750000,197000.0,2014,1,0,0
479,Toyota Prius Alpha,гибрид,вариатор,1250000,270000.0,2012,1,0,0
480,Toyota Caldina,бензин,АКПП,520000,395000.0,1998,1,0,0
481,Toyota Prius,гибрид,вариатор,1000000,284000.0,2014,1,0,0
482,Toyota Crown,бензин,АКПП,650000,233000.0,1998,1,0,0
483,Toyota Pixis Epoch,бензин,вариатор,410000,172000.0,2013,1,0,0
484,Toyota Land Cruiser,дизель,АКПП,2700000,294000.0,2008,1,0,0
485,Toyota Spade,бензин,вариатор,710000,130000.0,2012,1,0,0
486,Toyota Land Cruiser Prado,бензин,АКПП,2490000,238000.0,2006,1,0,0
487,Toyota Corolla Rumion,бензин,вариатор,1200000,130000.0,2011,1,0,0
488,Toyota Vitz,бензин,вариатор,900000,31000.0,2015,1,0,0
489,Toyota Ractis,бензин,вариатор,798000,282000.0,2014,1,0,0
490,Toyota RAV4,бензин,вариатор,2500000,44500.0,2019,1,0,0
491,Toyota Prius,гибрид,вариатор,900000,300000.0,2013,1,0,0
492,Toyota Isis,бензин,вариатор,1299999,155000.0,2012,1,0,0
493,Toyota Allion,бензин,АКПП,610000,250000.0,2002,1,0,0
494,Toyota Prius,гибрид,вариатор,690000,328000.0,2008,1,0,0
495,Toyota RAV4,бензин,вариатор,2630000,58000.0,2017,1,0,0
496,Toyota Crown,бензин,АКПП,250000,76000.0,1989,1,0,0
497,Toyota Corolla Axio,гибрид,вариатор,1100000,130000.0,2015,1,0,0
498,Toyota Land Cruiser Prado,бензин,АКПП,2000000,252000.0,2003,1,0,0
499,Toyota Land Cruiser,дизель,АКПП,3000000,350000.0,2008,1,0,0
500,Toyota Corona Premio,бензин,АКПП,330000,220000.0,1998,1,0,0
501,Toyota Passo,бензин,АКПП,360000,256572.0,2005,1,0,0
502,Toyota C-HR,гибрид,вариатор,1900000,63730.0,2017,1,0,0
503,Toyota Land Cruiser,дизель,АКПП,1500000,296000.0,1993,1,0,0
504,Toyota Mark II,бензин,АКПП,299000,180000.0,1990,1,0,0
505,Toyota Hiace,бензин,АКПП,3800000,178000.0,2018,1,0,0
506,Toyota Prius,гибрид,вариатор,1100000,280000.0,2012,1,0,0
507,Toyota Allion,бензин,вариатор,1850000,95000.0,2019,1,0,0
508,Toyota Mark X,бензин,АКПП,2000000,165000.0,2016,1,0,0
509,Toyota Hiace,дизель,автомат,4350000,140000.0,2018,1,0,0
510,Toyota Ractis,бензин,вариатор,895000,103000.0,2011,1,0,0
511,Toyota Allion,бензин,АКПП,650000,297777.0,2005,1,0,0
512,Toyota Prius Alpha,гибрид,вариатор,1550000,123000.0,2015,1,0,0
513,Toyota Highlander,бензин,АКПП,3900000,197000.0,2017,1,0,0
514,Toyota Corsa,дизель,механика,80000,200000.0,1993,1,0,0
515,Toyota Corolla Fielder,гибрид,вариатор,1250000,149600.0,2017,1,0,0
516,Toyota Fortuner,бензин,АКПП,2000000,148000.0,2007,1,0,0
517,Toyota Probox,бензин,вариатор,950000,147000.0,2020,1,0,0
518,Toyota Mark II,бензин,АКПП,1000000,282019.0,2001,1,0,0
519,Toyota Prius,гибрид,вариатор,632000,311.0,2008,1,0,0
520,Toyota Prius,гибрид,вариатор,1000000,185000.0,2010,1,0,0
521,Toyota Allion,бензин,вариатор,1250000,56545.0,2011,1,0,0
522,Toyota Harrier,бензин,АКПП,3000000,79000.0,2019,1,0,0
523,Toyota Harrier,гибрид,вариатор,2666666,144520.0,2014,1,0,0
524,Toyota Camry,бензин,АКПП,3200000,70000.0,2019,1,0,0
525,Toyota Land Cruiser,бензин,АКПП,8500000,90000.0,2018,1,0,0
526,Toyota Prius,гибрид,вариатор,1370000,350000.0,2016,1,0,0
527,Toyota Prius,гибрид,вариатор,1640000,115000.0,2018,1,0,0
528,Toyota Vitz,бензин,вариатор,850000,85000.0,2018,1,0,0
529,Toyota Corolla,бензин,АКПП,448000,241389.0,2001,1,0,0
530,Toyota Corolla Spacio,бензин,АКПП,250000,299999.0,1998,1,0,0
531,Toyota Corolla,бензин,АКПП,448000,241389.0,2001,1,0,0
532,Toyota Corolla Spacio,бензин,АКПП,250000,299999.0,1998,1,0,0
533,Toyota Passo,бензин,вариатор,880000,123000.0,2016,1,0,0
534,Toyota Harrier,бензин,вариатор,2750000,116000.0,2019,1,0,0
535,Toyota RAV4,бензин,АКПП,780000,329600.0,2002,1,0,0
536,Toyota Allion,бензин,АКПП,850000,295856.0,2006,1,0,0
537,Toyota Camry,гибрид,вариатор,2550000,160000.0,2017,1,0,0
538,Toyota Carina,бензин,АКПП,280000,151.0,1990,1,0,0
539,Toyota Prius,гибрид,вариатор,1600000,200000.0,2012,1,0,0
540,Toyota Harrier,бензин,вариатор,2690000,91000.0,2018,1,0,0
541,Toyota Prius,гибрид,вариатор,685000,214000.0,2010,1,0,0
542,Toyota Land Cruiser Prado,бензин,АКПП,3100000,173307.0,2010,1,0,0
543,Toyota Land Cruiser,дизель,АКПП,7699000,112700.0,2021,1,0,0
544,Toyota Crown,бензин,АКПП,800888,250000.0,1998,1,0,0
545,Toyota Land Cruiser Prado,дизель,АКПП,5100000,105000.0,2018,1,0,0
546,Toyota Ipsum,бензин,АКПП,505000,230563.0,1999,1,0,0
547,Toyota Prius,гибрид,вариатор,730000,234000.0,2008,1,0,0
548,Toyota Corolla Fielder,гибрид,вариатор,1030000,111111.0,2016,1,0,0
549,Toyota Crown,гибрид,вариатор,2850000,90000.0,2019,1,0,0
550,Toyota Wish,бензин,АКПП,870000,243000.0,2004,1,0,0
551,Toyota Mark II,бензин,АКПП,550000,256220.0,1993,1,0,0
552,Toyota Camry,гибрид,вариатор,1699000,165000.0,2015,1,0,0
553,Toyota Allion,бензин,вариатор,980000,222000.0,2007,1,0,0
554,Toyota Belta,бензин,АКПП,690000,130000.0,2009,1,0,0
555,Toyota Ipsum,бензин,АКПП,340000,545595.0,1998,1,0,0
556,Toyota C-HR,гибрид,вариатор,2500000,34698.0,2019,1,0,0
557,Toyota Land Cruiser Prado,дизель,АКПП,5500000,9474.0,2022,1,0,0
558,Toyota Passo,бензин,АКПП,300000,256642.0,2004,1,0,0
559,Toyota Land Cruiser,дизель,АКПП,3757000,242000.0,1997,1,0,0
560,Toyota Land Cruiser Prado,бензин,АКПП,2357000,205000.0,2002,1,0,0
561,Toyota Land Cruiser Prado,бензин,АКПП,2757000,240000.0,2001,1,0,0
562,Toyota Land Cruiser,бензин,АКПП,3557000,180000.0,1994,1,0,0
563,Toyota Land Cruiser Prado,бензин,АКПП,2599000,120000.0,2008,1,0,0
564,Toyota Premio,бензин,вариатор,810000,191247.0,2007,1,0,0
565,Toyota Corolla,бензин,механика,390000,5884.0,2006,1,0,0
566,Toyota Passo,бензин,вариатор,800000,89000.0,2016,1,0,0
567,Toyota Caldina,бензин,АКПП,599000,283761.0,2002,1,0,0
568,Toyota Harrier,гибрид,вариатор,4150000,66000.0,2021,1,0,0
569,Toyota Sienta,бензин,вариатор,985000,88000.0,2014,1,0,0
570,Toyota Sienta,бензин,вариатор,985000,88000.0,2014,1,0,0
571,Toyota Prius,гибрид,вариатор,1080000,216965.0,2012,1,0,0
572,Toyota Soarer,бензин,АКПП,890000,224499.0,1996,1,0,0
573,Toyota Voxy,гибрид,вариатор,2715000,69000.0,2019,1,0,0
574,Toyota Land Cruiser Prado,бензин,АКПП,2557000,156700.0,2001,1,0,0
575,Toyota Passo,бензин,вариатор,620000,68000.0,2012,1,0,0
576,Toyota Allion,бензин,вариатор,850000,245000.0,2007,1,0,0
577,Toyota Land Cruiser,дизель,АКПП,8390000,73700.0,2017,1,0,0
578,Toyota Vitz,бензин,вариатор,720000,111800.0,2014,1,0,0
579,Toyota Chaser,бензин,АКПП,1050000,150000.0,1998,1,0,0
580,Toyota Hilux,дизель,механика,3200000,117000.0,2014,1,0,0
581,Toyota Passo,бензин,АКПП,420000,1.0,2009,1,0,0
582,Toyota Camry Gracia,бензин,АКПП,410000,460044.0,1997,1,0,0
583,Toyota Prius Alpha,гибрид,вариатор,990000,289000.0,2011,1,0,0
584,Toyota Wish,бензин,вариатор,1000000,230000.0,2010,1,0,0
585,Toyota Corolla,бензин,АКПП,250000,350.0,2001,1,0,0
586,Toyota Corolla Axio,бензин,вариатор,1000000,139600.0,2016,1,0,0
587,Toyota Prius,гибрид,вариатор,650000,291000.0,2011,1,0,0
588,Toyota Wish,бензин,АКПП,650000,280000.0,2003,1,0,0
589,Toyota Chaser,бензин,АКПП,1100000,370000.0,1999,1,0,0
590,Toyota Prius,гибрид,вариатор,720000,220000.0,2010,1,0,0
591,Toyota Probox,бензин,вариатор,1360000,136800.0,2020,1,0,0
592,Toyota Prius,гибрид,вариатор,1000000,200000.0,2014,1,0,0
593,Toyota Alphard,гибрид,вариатор,4150000,165000.0,2018,1,0,0
594,Toyota Crown,бензин,АКПП,65000,177777.0,1996,1,0,0
595,Toyota Land Cruiser,дизель,механика,2700000,450000.0,2003,1,0,0
596,Toyota Prius,гибрид,автомат,550000,122222.0,2003,1,0,0
597,Toyota Prius Alpha,гибрид,вариатор,1200000,213277.0,2014,1,0,0
598,Toyota Mark II,бензин,АКПП,800000,196000.0,2000,1,0,0
599,Toyota Corolla,бензин,механика,120000,183000.0,1983,1,0,0
600,Toyota Auris,бензин,вариатор,630000,230000.0,2008,1,0,0
601,Toyota Hiace,дизель,механика,425000,358000.0,1995,1,0,0
602,Toyota Carina,бензин,АКПП,199000,195000.0,1996,1,0,0
603,Toyota Vista,бензин,АКПП,199000,186000.0,1994,1,0,0
604,Toyota Camry,гибрид,вариатор,2750000,69596.0,2018,1,0,0
605,Toyota Vitz,бензин,АКПП,250000,195000.0,2002,1,0,0
606,Toyota C-HR,бензин,вариатор,2030000,56000.0,2020,1,0,0
607,Toyota Cami,бензин,АКПП,410000,165000.0,2000,1,0,0
608,Toyota Ipsum,бензин,АКПП,450000,258000.0,1998,1,0,0
609,Toyota Prius,гибрид,вариатор,1150000,189330.0,2014,1,0,0
610,Toyota Corolla Fielder,бензин,АКПП,600000,87000.0,2005,1,0,0
611,Toyota Passo,бензин,АКПП,420000,186386.0,2009,1,0,0
612,Toyota Town Ace,дизель,АКПП,360000,184000.0,1999,1,0,0
613,Toyota Corona Premio,бензин,АКПП,350000,275852.0,1998,1,0,0
614,Toyota C-HR,гибрид,вариатор,2099000,48500.0,2017,1,0,0
615,Toyota Voxy,бензин,вариатор,1580000,183400.0,2014,1,0,0
616,Toyota Aristo,бензин,АКПП,500000,150000.0,2001,1,0,0
